#Simulation_time (ns) #water_in channel 
   12.600  394.000  144.000  162.000  150.000 
   12.700  390.000  144.000  163.000  147.000 
   12.800  385.000  144.000  153.000  147.000 
   12.900  401.000  145.000  157.000  157.000 
   13.000  392.000  138.000  157.000  150.000 
   13.100  406.000  148.000  159.000  150.000 
   13.200  396.000  147.000  156.000  156.000 
   13.300  397.000  142.000  165.000  146.000 
   13.400  400.000  145.000  165.000  157.000 
   13.500  407.000  149.000  167.000  153.000 
   13.600  410.000  141.000  177.000  155.000 
   13.700  403.000  138.000  183.000  151.000 
   13.800  398.000  143.000  177.000  152.000 
   13.900  423.000  148.000  186.000  161.000 
   14.000  420.000  155.000  180.000  158.000 
   14.100  411.000  148.000  174.000  155.000 
   14.200  425.000  153.000  184.000  158.000 
   14.300  416.000  155.000  182.000  160.000 
   14.400  427.000  157.000  197.000  154.000 
   14.500  412.000  151.000  179.000  157.000 
   14.600  402.000  147.000  176.000  153.000 
   14.700  418.000  150.000  193.000  151.000 
   14.800  424.000  157.000  188.000  153.000 
   14.900  435.000  166.000  179.000  164.000 
   15.000  420.000  156.000  170.000  162.000 
   15.100  417.000  151.000  178.000  167.000 
   15.200  420.000  167.000  176.000  166.000 
   15.300  429.000  166.000  174.000  162.000 
   15.400  426.000  155.000  175.000  165.000 
   15.500  422.000  153.000  171.000  167.000 
   15.600  415.000  154.000  168.000  170.000 
   15.700  449.000  166.000  169.000  176.000 
   15.800  427.000  161.000  168.000  177.000 
   15.900  424.000  155.000  161.000  171.000 
   16.000  425.000  167.000  160.000  172.000 
   16.100  428.000  166.000  166.000  169.000 
   16.200  425.000  165.000  167.000  165.000 
   16.300  415.000  165.000  160.000  171.000 
   16.400  419.000  171.000  167.000  158.000 
   16.500  435.000  171.000  165.000  163.000 
   16.600  409.000  171.000  172.000  153.000 
   16.700  417.000  166.000  164.000  152.000 
   16.800  416.000  174.000  177.000  146.000 
   16.900  424.000  179.000  177.000  142.000 
   17.000  415.000  176.000  168.000  148.000 
   17.100  417.000  175.000  165.000  149.000 
   17.200  427.000  175.000  169.000  153.000 
   17.300  428.000  180.000  171.000  154.000 
   17.400  432.000  178.000  175.000  154.000 
   17.500  424.000  181.000  173.000  156.000 
   17.600  426.000  172.000  179.000  155.000 
   17.700  424.000  178.000  178.000  150.000 
   17.800  444.000  186.000  185.000  163.000 
   17.900  451.000  183.000  191.000  158.000 
   18.000  449.000  188.000  180.000  162.000 
   18.100  457.000  185.000  182.000  166.000 
   18.200  444.000  175.000  181.000  167.000 
   18.300  458.000  185.000  181.000  172.000 
   18.400  455.000  183.000  176.000  177.000 
   18.500  453.000  184.000  178.000  176.000 
   18.600  469.000  188.000  182.000  176.000 
   18.700  441.000  180.000  175.000  168.000 
   18.800  459.000  186.000  187.000  170.000 
   18.900  447.000  196.000  170.000  162.000 
   19.000  445.000  182.000  187.000  168.000 
   19.100  448.000  183.000  188.000  164.000 
   19.200  449.000  196.000  195.000  166.000 
   19.300  454.000  186.000  193.000  167.000 
   19.400  454.000  184.000  197.000  167.000 
   19.500  451.000  186.000  185.000  171.000 
   19.600  460.000  192.000  182.000  168.000 
   19.700  460.000  185.000  181.000  178.000 
   19.800  472.000  193.000  192.000  177.000 
   19.900  454.000  187.000  189.000  167.000 
   20.000  462.000  190.000  194.000  171.000 
   20.100  450.000  174.000  185.000  168.000 
   20.200  450.000  184.000  176.000  170.000 
   20.300  440.000  175.000  177.000  172.000 
   20.400  450.000  175.000  179.000  171.000 
   20.500  463.000  182.000  181.000  181.000 
   20.600  452.000  186.000  176.000  180.000 
   20.700  451.000  185.000  176.000  177.000 
   20.800  445.000  183.000  177.000  165.000 
   20.900  448.000  189.000  182.000  177.000 
   21.000  449.000  182.000  185.000  165.000 
   21.100  447.000  182.000  188.000  172.000 
   21.200  462.000  193.000  190.000  169.000 
   21.300  457.000  192.000  183.000  167.000 
   21.400  443.000  186.000  182.000  168.000 
   21.500  452.000  187.000  192.000  158.000 
   21.600  447.000  195.000  197.000  158.000 
   21.700  460.000  190.000  199.000  162.000 
   21.800  459.000  187.000  193.000  169.000 
   21.900  464.000  191.000  200.000  169.000 
   22.000  458.000  194.000  195.000  172.000 
   22.100  460.000  186.000  188.000  180.000 
   22.200  433.000  178.000  183.000  170.000 
   22.300  466.000  182.000  194.000  182.000 
   22.400  462.000  187.000  205.000  183.000 
   22.500  460.000  183.000  193.000  188.000 
   22.600  467.000  188.000  191.000  184.000 
   22.700  482.000  201.000  190.000  189.000 
   22.800  480.000  194.000  194.000  187.000 
   22.900  477.000  200.000  183.000  192.000 
   23.000  476.000  194.000  201.000  189.000 
   23.100  487.000  190.000  199.000  181.000 
   23.200  478.000  193.000  192.000  184.000 
   23.300  474.000  193.000  199.000  183.000 
   23.400  470.000  190.000  199.000  180.000 
   23.500  487.000  200.000  206.000  183.000 
   23.600  480.000  199.000  209.000  174.000 
   23.700  494.000  200.000  213.000  196.000 
   23.800  472.000  197.000  209.000  179.000 
   23.900  483.000  189.000  207.000  194.000 
   24.000  509.000  187.000  215.000  206.000 
   24.100  476.000  190.000  214.000  205.000 
   24.200  500.000  192.000  219.000  209.000 
   24.300  507.000  210.000  204.000  207.000 
   24.400  483.000  201.000  200.000  203.000 
   24.500  513.000  208.000  203.000  218.000 
   24.600  492.000  211.000  202.000  203.000 
   24.700  501.000  199.000  212.000  208.000 
   24.800  496.000  198.000  208.000  215.000 
   24.900  530.000  202.000  226.000  226.000 
   25.000  518.000  202.000  223.000  229.000 
   25.100  524.000  201.000  229.000  219.000 
   25.200  515.000  211.000  221.000  223.000 
   25.300  498.000  202.000  219.000  222.000 
   25.400  512.000  206.000  219.000  218.000 
   25.500  509.000  211.000  214.000  223.000 
   25.600  512.000  204.000  220.000  221.000 
   25.700  506.000  199.000  220.000  222.000 
   25.800  509.000  209.000  222.000  213.000 
   25.900  519.000  209.000  236.000  202.000 
   26.000  516.000  208.000  223.000  212.000 
   26.100  530.000  198.000  230.000  228.000 
   26.200  521.000  209.000  234.000  217.000 
   26.300  523.000  215.000  230.000  211.000 
   26.400  529.000  208.000  232.000  229.000 
   26.500  505.000  193.000  225.000  226.000 
   26.600  513.000  200.000  225.000  218.000 
   26.700  513.000  206.000  233.000  216.000 
   26.800  516.000  208.000  216.000  222.000 
   26.900  507.000  200.000  222.000  227.000 
   27.000  512.000  197.000  218.000  229.000 
   27.100  514.000  208.000  223.000  231.000 
   27.200  492.000  206.000  219.000  220.000 
   27.300  497.000  201.000  215.000  230.000 
   27.400  510.000  203.000  218.000  221.000 
   27.500  506.000  205.000  213.000  212.000 
   27.600  503.000  204.000  216.000  207.000 
   27.700  499.000  206.000  210.000  208.000 
   27.800  509.000  210.000  213.000  226.000 
   27.900  521.000  219.000  219.000  226.000 
   28.000  535.000  226.000  236.000  228.000 
   28.100  530.000  222.000  230.000  232.000 
   28.200  518.000  225.000  232.000  219.000 
   28.300  521.000  218.000  223.000  217.000 
   28.400  514.000  208.000  224.000  212.000 
   28.500  511.000  215.000  215.000  215.000 
   28.600  510.000  223.000  226.000  222.000 
   28.700  512.000  206.000  222.000  224.000 
   28.800  524.000  210.000  231.000  225.000 
   28.900  495.000  199.000  226.000  213.000 
   29.000  516.000  205.000  237.000  218.000 
   29.100  515.000  212.000  222.000  225.000 
   29.200  519.000  215.000  234.000  246.000 
   29.300  521.000  212.000  230.000  229.000 
   29.400  527.000  218.000  229.000  238.000 
   29.500  534.000  215.000  234.000  230.000 
   29.600  527.000  213.000  233.000  235.000 
   29.700  520.000  212.000  253.000  219.000 
   29.800  518.000  205.000  241.000  224.000 
   29.900  519.000  210.000  225.000  235.000 
   30.000  528.000  220.000  237.000  237.000 
   30.100  522.000  204.000  231.000  228.000 
   30.200  530.000  216.000  241.000  226.000 
   30.300  518.000  208.000  231.000  231.000 
   30.400  511.000  217.000  232.000  227.000 
   30.500  526.000  204.000  233.000  227.000 
   30.600  517.000  219.000  236.000  237.000 
   30.700  513.000  210.000  225.000  231.000 
   30.800  516.000  223.000  235.000  219.000 
   30.900  515.000  224.000  227.000  233.000 
   31.000  537.000  220.000  234.000  245.000 
   31.100  526.000  212.000  236.000  235.000 
   31.200  549.000  215.000  254.000  237.000 
   31.300  530.000  218.000  232.000  241.000 
   31.400  534.000  227.000  230.000  241.000 
   31.500  525.000  233.000  235.000  229.000 
   31.600  521.000  216.000  234.000  237.000 
   31.700  530.000  218.000  228.000  238.000 
   31.800  545.000  239.000  241.000  239.000 
   31.900  534.000  227.000  226.000  236.000 
   32.000  542.000  229.000  235.000  243.000 
   32.100  522.000  221.000  238.000  231.000 
   32.200  530.000  223.000  236.000  242.000 
   32.300  528.000  216.000  236.000  240.000 
   32.400  541.000  244.000  220.000  254.000 
   32.500  549.000  240.000  242.000  242.000 
   32.600  538.000  239.000  229.000  232.000 
   32.700  547.000  247.000  232.000  244.000 
   32.800  533.000  236.000  231.000  251.000 
   32.900  538.000  240.000  224.000  238.000 
   33.000  536.000  230.000  238.000  246.000 
   33.100  540.000  242.000  231.000  246.000 
   33.200  541.000  233.000  245.000  226.000 
   33.300  551.000  244.000  234.000  247.000 
   33.400  553.000  241.000  235.000  242.000 
   33.500  557.000  248.000  235.000  252.000 
   33.600  554.000  243.000  233.000  247.000 
   33.700  546.000  248.000  238.000  244.000 
   33.800  524.000  245.000  237.000  244.000 
   33.900  551.000  239.000  244.000  246.000 
   34.000  551.000  238.000  243.000  238.000 
   34.100  533.000  233.000  237.000  242.000 
   34.200  551.000  243.000  238.000  240.000 
   34.300  525.000  243.000  241.000  233.000 
   34.400  542.000  237.000  233.000  244.000 
   34.500  547.000  238.000  244.000  236.000 
   34.600  561.000  246.000  242.000  251.000 
   34.700  549.000  241.000  236.000  245.000 
   34.800  567.000  263.000  239.000  248.000 
   34.900  538.000  240.000  235.000  251.000 
   35.000  536.000  242.000  238.000  241.000 
   35.100  545.000  240.000  253.000  242.000 
   35.200  548.000  232.000  240.000  236.000 
   35.300  543.000  240.000  237.000  242.000 
   35.400  543.000  234.000  234.000  246.000 
   35.500  543.000  245.000  250.000  245.000 
   35.600  556.000  249.000  246.000  246.000 
   35.700  545.000  241.000  236.000  240.000 
   35.800  547.000  243.000  243.000  247.000 
   35.900  541.000  240.000  244.000  242.000 
   36.000  556.000  240.000  244.000  257.000 
   36.100  549.000  245.000  241.000  238.000 
   36.200  549.000  241.000  258.000  236.000 
   36.300  550.000  236.000  234.000  247.000 
   36.400  543.000  244.000  241.000  241.000 
   36.500  553.000  239.000  242.000  233.000 
   36.600  542.000  249.000  237.000  235.000 
   36.700  537.000  250.000  233.000  248.000 
   36.800  550.000  236.000  236.000  242.000 
   36.900  556.000  235.000  239.000  251.000 
   37.000  561.000  255.000  240.000  252.000 
   37.100  551.000  232.000  253.000  246.000 
   37.200  558.000  248.000  239.000  247.000 
   37.300  565.000  236.000  243.000  245.000 
   37.400  546.000  228.000  244.000  244.000 
   37.500  529.000  224.000  238.000  236.000 
   37.600  528.000  227.000  233.000  242.000 
   37.700  547.000  241.000  234.000  245.000 
   37.800  545.000  244.000  236.000  235.000 
   37.900  531.000  226.000  240.000  246.000 
   38.000  538.000  228.000  244.000  243.000 
   38.100  558.000  243.000  255.000  253.000 
   38.200  559.000  244.000  242.000  253.000 
   38.300  532.000  235.000  234.000  240.000 
   38.400  542.000  236.000  243.000  246.000 
   38.500  552.000  236.000  236.000  256.000 
   38.600  538.000  247.000  242.000  249.000 
   38.700  555.000  252.000  229.000  250.000 
   38.800  548.000  244.000  242.000  242.000 
   38.900  559.000  245.000  243.000  264.000 
   39.000  552.000  239.000  241.000  252.000 
   39.100  540.000  243.000  242.000  246.000 
   39.200  547.000  247.000  240.000  236.000 
   39.300  547.000  244.000  244.000  241.000 
   39.400  535.000  243.000  224.000  246.000 
   39.500  545.000  237.000  248.000  241.000 
   39.600  551.000  241.000  251.000  241.000 
   39.700  564.000  249.000  233.000  256.000 
   39.800  544.000  250.000  239.000  249.000 
   39.900  557.000  256.000  240.000  249.000 
   40.000  543.000  251.000  241.000  245.000 
   40.100  562.000  247.000  251.000  242.000 
   40.200  551.000  242.000  244.000  250.000 
   40.300  547.000  249.000  244.000  234.000 
   40.400  555.000  244.000  239.000  240.000 
   40.500  553.000  242.000  243.000  255.000 
   40.600  553.000  253.000  240.000  251.000 
   40.700  557.000  251.000  233.000  251.000 
   40.800  538.000  242.000  237.000  240.000 
   40.900  541.000  236.000  240.000  245.000 
   41.000  546.000  252.000  239.000  248.000 
   41.100  545.000  231.000  239.000  252.000 
   41.200  557.000  250.000  243.000  245.000 
   41.300  550.000  250.000  253.000  246.000 
   41.400  551.000  256.000  232.000  252.000 
   41.500  561.000  252.000  232.000  255.000 
   41.600  569.000  258.000  247.000  251.000 
   41.700  557.000  249.000  246.000  246.000 
   41.800  565.000  253.000  236.000  249.000 
   41.900  537.000  252.000  233.000  229.000 
   42.000  548.000  249.000  240.000  246.000 
   42.100  557.000  251.000  248.000  252.000 
   42.200  548.000  247.000  239.000  241.000 
   42.300  541.000  230.000  245.000  255.000 
   42.400  560.000  245.000  247.000  244.000 
   42.500  545.000  250.000  230.000  237.000 
   42.600  548.000  240.000  225.000  246.000 
   42.700  531.000  253.000  234.000  249.000 
   42.800  556.000  246.000  231.000  252.000 
   42.900  558.000  255.000  238.000  252.000 
   43.000  537.000  238.000  235.000  249.000 
   43.100  538.000  231.000  251.000  244.000 
   43.200  542.000  242.000  243.000  254.000 
   43.300  544.000  250.000  245.000  234.000 
   43.400  532.000  238.000  236.000  233.000 
   43.500  551.000  246.000  241.000  248.000 
   43.600  569.000  248.000  246.000  249.000 
   43.700  564.000  259.000  249.000  247.000 
   43.800  555.000  239.000  253.000  256.000 
   43.900  562.000  239.000  242.000  265.000 
   44.000  565.000  244.000  252.000  257.000 
   44.100  552.000  231.000  246.000  263.000 
   44.200  551.000  238.000  243.000  251.000 
   44.300  554.000  241.000  242.000  255.000 
   44.400  552.000  240.000  245.000  251.000 
   44.500  557.000  250.000  234.000  258.000 
   44.600  563.000  244.000  237.000  258.000 
   44.700  565.000  247.000  258.000  257.000 
   44.800  562.000  253.000  241.000  254.000 
   44.900  566.000  239.000  254.000  263.000 
   45.000  581.000  251.000  260.000  262.000 
   45.100  561.000  245.000  239.000  266.000 
   45.200  563.000  240.000  235.000  258.000 
   45.300  574.000  242.000  248.000  264.000 
   45.400  546.000  247.000  236.000  249.000 
   45.500  553.000  238.000  242.000  259.000 
   45.600  544.000  242.000  245.000  250.000 
   45.700  538.000  235.000  235.000  261.000 
   45.800  563.000  249.000  255.000  252.000 
   45.900  551.000  237.000  247.000  263.000 
   46.000  556.000  234.000  257.000  253.000 
   46.100  560.000  251.000  243.000  256.000 
   46.200  561.000  247.000  255.000  260.000 
   46.300  539.000  234.000  238.000  251.000 
   46.400  551.000  243.000  237.000  253.000 
   46.500  560.000  243.000  241.000  253.000 
   46.600  552.000  239.000  249.000  247.000 
   46.700  553.000  251.000  234.000  251.000 
   46.800  555.000  250.000  227.000  252.000 
   46.900  554.000  248.000  246.000  254.000 
   47.000  550.000  237.000  245.000  248.000 
   47.100  558.000  232.000  243.000  252.000 
   47.200  539.000  232.000  243.000  252.000 
   47.300  549.000  241.000  243.000  235.000 
   47.400  575.000  250.000  255.000  254.000 
   47.500  565.000  248.000  252.000  255.000 
   47.600  562.000  255.000  248.000  262.000 
   47.700  556.000  244.000  241.000  253.000 
   47.800  552.000  248.000  238.000  252.000 
   47.900  561.000  252.000  253.000  243.000 
   48.000  575.000  248.000  246.000  252.000 
   48.100  580.000  259.000  244.000  270.000 
   48.200  572.000  257.000  245.000  263.000 
   48.300  565.000  262.000  235.000  254.000 
