1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	1
72	2
73	2
74	2
75	3
76	3
77	4
78	4
79	4
80	7
81	9
82	9
83	10
84	13
85	17
86	19
87	25
88	29
89	32
90	38
91	50
92	56
93	68
94	77
95	109
96	114
97	149
98	169
99	199
100	239
101	273
102	308
103	339
104	377
105	414
106	437
107	480
108	507
109	543
110	590
111	640
112	681
113	718
114	775
115	824
116	872
117	934
118	1007
119	1074
120	1147
121	1218
122	1301
123	1373
124	1568
125	1694
126	1783
127	1886
128	1981
129	2109
130	2206
131	2293
132	2415
133	2549
134	2649
135	2752
136	2872
137	3029
138	3163
139	3303
140	3435
141	3583
142	3720
143	3867
144	4021
145	4167
146	4337
147	4531
148	4706
149	4971
150	5164
151	5394
152	5598
153	5815
154	6075
155	6348
156	6642
157	6929
158	7200
159	7471
160	7745
161	8102
162	8498
163	8884
164	9195
165	9520
166	9900
167	11903
168	12237
169	12573
170	12948
171	13254
172	13699
173	14011
174	14476
175	14894
176	15301
177	15685
178	16095
179	16475
180	16893
181	17400
182	17834
183	18213
184	18655
185	19268
186	19693
187	20160
188	20642
189	21129
190	21604
191	22123
192	22674
193	23174
194	23727
195	24309
196	24915
197	25602
198	26273
199	26816
200	27497
201	28084
202	28732
203	29861
204	30601
205	31358
206	32063
207	32771
208	33425
209	34193
210	34968
211	35747
212	36511
213	37364
214	38135
215	38938
216	39795
217	40699
218	41585
219	42518
220	43379
221	44386
222	45257
223	46091
224	47033
225	48040
226	49036
227	49980
228	50921
229	51797
230	52889
231	53866
232	54849
233	55794
234	56706
235	57542
236	58390
237	59449
238	60472
239	61529
240	62550
241	63498
242	64469
243	65288
244	66333
245	67376
246	68472
247	69561
248	70626
